image_path,case_id,label,split
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0045.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0046.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0047.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0048.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0049.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0050.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0051.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0052.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0053.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0054.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0055.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0056.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0057.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0058.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0059.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0060.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0061.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0062.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0063.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0064.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0065.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0066.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0067.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0068.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0069.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0070.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0071.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0072.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0073.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0074.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0075.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0076.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0077.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0078.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0079.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0080.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0081.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0082.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0083.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0084.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0085.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0086.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0087.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0088.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0089.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0090.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0091.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0092.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0093.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0094.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0095.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0096.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0097.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0098.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0099.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0100.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0101.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0102.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0103.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0104.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0105.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0106.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0107.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0108.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0109.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0110.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0111.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0112.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0113.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0114.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0115.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0116.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0117.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0118.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0119.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0120.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0121.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0122.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0123.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0124.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0125.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0126.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0127.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0128.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0129.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0130.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0131.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0132.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0133.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0134.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0135.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0136.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0137.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0138.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0139.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0140.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0143.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0144.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0145.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0146.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0147.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0148.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0149.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0150.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0151.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0152.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0153.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0154.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0155.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0156.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0157.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0158.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0159.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0160.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0161.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0162.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0163.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0164.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0165.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0166.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0167.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0168.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0169.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0170.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0171.jpg,Positive/case1,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case1\case_M_20181001100941_0U62372100109341_1_005_001-1_a2_ayy_image0172.jpg,Positive/case1,1,train
